"","X","Y","station","rok","mies","tavg","opad","cisnienie"
"4371",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2014,11,5.5,8.9,994.3
"4372",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2014,12,1.1,25.6,992.7
"4461",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2015,1,0.9,36.8,988.8
"4422",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2015,2,1.1,11.7,991.7
"4393",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2015,3,4.7,40,994.9
"4381",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2015,4,8.7,31.2,991
"4382",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2015,5,13.1,92.9,990.2
"4356",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2015,6,18,4.8,992.8
"4426",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2015,7,20.6,65.3,990.4
"4480",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2015,8,22.3,22.1,992.9
"4481",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2015,9,15.8,55.7,992.6
"4496",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2015,10,7.6,38.1,996.1
"4427",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2015,11,5.4,59,991.8
"4441",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2015,12,3.3,10.7,1002.4
"4449",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2016,1,-2.9,30.3,989.7
"4330",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2016,2,4.2,66.8,986.9
"4327",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2016,3,4.6,35.8,988.6
"4373",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2016,4,9.9,47.3,987.1
"4428",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2016,5,14.4,43.8,988.6
"4456",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2016,6,19.2,85.5,989.2
"4402",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2016,7,19.7,113.1,990.7
"4416",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2016,8,18.3,47.2,994.2
"4389",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2016,9,15.8,38.5,993.8
"4438",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2016,10,7.4,87.7,995.3
"4370",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2016,11,3.4,30,991.9
"4384",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2016,12,-0.3,54.4,1000.3
"4513",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2017,1,-5.7,12.2,997.1
"4502",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2017,2,-0.1,22.3,994.3
"4447",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2017,3,6.3,34.6,990.9
"4448",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2017,4,8,49,990.5
"4424",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2017,5,13.7,50.7,991.3
"4354",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2017,6,19,21.5,988.5
"4346",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2017,7,19.2,35.6,988.6
"4347",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2017,8,20.1,32.3,992.4
"4358",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2017,9,14.2,69.7,989.7
"4320",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2017,10,10,62.5,990.6
"4317",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2017,11,4.4,41.9,989.9
"4323",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2017,12,2.2,45.9,987.6
"4564",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2018,1,0.8,19,991.2
"4553",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2018,2,-3.7,28.1,992.2
"4541",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2018,3,0.3,37.3,982.8
"4528",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2018,4,14,13.5,989.5
"4443",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2018,5,17,37.6,991.2
"4444",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2018,6,18.5,67.2,988.7
"4501",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2018,7,20.1,66.4,987.1
"4475",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2018,8,20.3,49.7,992.1
"4408",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2018,9,15.5,23.4,994.6
"4340",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2018,10,10.6,23.8,993.5
"4366",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2018,11,4.4,15.2,997.7
"4364",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2018,12,0.7,45.7,991.8
"4392",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2019,1,-2.7,37.5,984.6
"4355",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2019,2,3.2,18.6,995.6
"4336",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2019,3,5.7,24.7,989.9
"4350",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2019,4,9.9,58.2,991.5
"4374",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2019,5,13.1,80.4,986.3
"4319",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2019,6,21.5,30.8,992.2
"4328",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2019,7,19,49.8,987.7
"4375",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2019,8,20.3,60.9,991.9
"4348",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2019,9,14.7,32.1,992.5
"4380",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2019,10,11.3,23.3,991.4
"4334",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2019,11,6.4,39,986
"4326",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2019,12,3.4,62.7,988.8
"4318",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2020,1,1.1,17.6,997.4
"4549",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2020,2,3.7,67.8,987.5
"4517",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2020,3,5,27.1,992.5
"4563",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2020,4,9.5,14,992.3
"4542",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2020,5,11.6,102.2,990.7
"4557",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2020,6,18.4,113.6,985.7
"4540",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2020,7,19.3,46.2,990.3
"4458",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2020,8,20.4,66.9,989
"4472",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2020,9,15.4,99,992
"4342",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2020,10,10.9,76.8,988.3
"4433",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2020,11,4.9,12.9,999.6
"4394",22.0421051825541,50.1106999535544,"RZESZÓW-JASIONKA",2020,12,1,41.3,989.8
"4622",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2000,1,-2.9,32.6,991.9
"4611",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2000,2,1.5,33.3,991.8
"4594",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2000,3,3.1,70.2,988.3
"4597",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2000,4,11.6,59.3,985.7
"4625",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2000,5,14.5,79.9,991.6
"4629",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2000,6,16.8,90.7,992.8
"4613",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2000,7,16.8,163,984.4
"4623",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2015,3,0,39.4,0
"4602",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2015,4,8,27.5,988.9
"4593",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2015,5,12.7,119.6,988.7
"4639",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2015,6,17,42.1,991.5
"4642",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2015,7,19.5,59.8,989
"4630",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2015,8,0,4.9,0
"4606",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2015,9,0,80.7,0
"4633",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2015,10,0,67.7,0
"4624",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2015,11,4.9,36.1,989.8
"4621",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2015,12,0,19.1,0
"4588",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2016,1,-4,27.9,988.1
"4567",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2016,2,3.5,27.2,985.3
"4592",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2016,3,3.9,46.4,0
"4577",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2016,4,9.4,80.5,985.5
"4610",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2016,5,14,84.2,0
"4575",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2016,6,18.3,45.7,988.3
"4570",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2016,7,0,84.6,0
"4583",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2016,8,18.2,45.7,992.8
"4574",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2016,9,0,14.1,0
"4614",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2016,10,0,106.4,994.3
"4591",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2016,11,2.6,49,990.2
"4582",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2016,12,-0.3,34.1,997.2
"4580",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2017,1,0,5.1,995
"4589",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2017,2,0,20.5,0
"4615",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2017,3,0,32,0
"4616",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2017,4,7.6,32.4,988.7
"4612",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2017,5,13.4,57.8,989.9
"4571",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2017,6,17.9,44.6,987.1
"4578",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2017,7,18.3,81.5,987.4
"4579",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2017,8,19.7,25.8,991.4
"4599",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2017,9,13.8,123.5,988.8
"4586",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2017,10,9.2,87.7,988.7
"4576",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2017,11,3.8,27.8,988.9
"4585",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2017,12,1.8,37.5,985.8
"4598",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2018,1,-0.2,12.6,990.5
"4590",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2018,2,-4.3,20.5,991.7
"4617",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2018,3,-1,28.5,982.4
"4581",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2018,4,13.1,30.6,988.8
"4618",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2018,5,16.4,45.8,990.9
"4572",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2018,6,17.9,51.5,988
"4627",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2018,7,19.8,119.9,985.8
"4568",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2018,8,20.1,23.3,991.5
"4604",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2018,9,15.3,28.3,993.6
"4595",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2018,10,9.7,30,992.7
"4605",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2018,11,3.1,9.1,997.9
"4569",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2018,12,0.3,40.5,990.4
"4573",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2019,1,-3.5,23,983.3
"4601",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2019,2,2.1,10.8,994.1
"4603",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2019,3,5.1,28.3,988.2
"4628",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2019,4,9.4,48,991.5
"4637",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2019,5,13,135.1,985.5
"4638",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2019,6,20.9,23.4,991.8
"4620",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2019,7,18.5,51.3,986.5
"4643",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2019,8,19.6,79.9,991.3
"4640",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2019,9,14.3,28.5,991.4
"4596",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2019,10,10.8,24.7,990.6
"4626",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2019,11,6.3,48.5,986.1
"4600",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2019,12,2.6,52.8,987.5
"4635",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2020,1,1,25.3,995.6
"4607",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2020,2,3,54.7,985.8
"4619",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2020,3,4.1,28.1,991.8
"4632",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2020,4,8,10.2,991.3
"4636",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2020,5,11,110.5,989.3
"4584",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2020,6,18.5,124,985
"4587",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2020,7,18.7,71.6,989.4
"4609",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2020,8,19.7,81.2,988.4
"4631",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2020,9,14.9,141.8,991.4
"4608",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2020,10,10.6,51.8,987.8
"4641",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2020,11,4.7,13.7,998.4
"4634",23.2056639938112,50.6983027138013,"ZAMOŚĆ",2020,12,1.4,39.5,989.9
"4721",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2000,1,-0.3,52,996.1
"4697",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2000,2,3.4,58.2,993.7
"4779",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2000,3,4.4,129.9,991.4
"4657",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2000,4,11.9,30.6,987
"4662",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2000,5,16,42.5,993.6
"4713",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2000,6,18.1,32.9,995.4
"4755",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2000,7,15.8,159.2,987.8
"4702",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2000,8,18.6,85.2,995
"4716",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2000,9,13.1,56.9,993.4
"4696",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2000,10,12,30.7,992.5
"4780",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2000,11,6.5,33.5,986.8
"4753",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2000,12,2.1,45.3,989
"4769",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2001,1,0.3,28.5,993.1
"4781",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2001,2,1.1,25.1,992.7
"4728",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2001,3,2.4,64,984.9
"4701",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2001,4,7.8,37.5,988.8
"4679",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2001,5,14.7,42.7,993.5
"4717",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2001,6,15.1,79.8,991.6
"4758",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2001,7,19.5,72.3,992.1
"4674",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2001,8,19.4,49.7,993.9
"4676",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2001,9,11.7,144.4,987.8
"4732",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2001,10,12.6,23.8,995.3
"4748",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2001,11,3.1,33.6,994.9
"4710",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2001,12,-1.7,42.4,996.4
"4677",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2002,1,0.9,43.4,998.5
"4678",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2002,2,4.6,86.1,987.4
"4705",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2002,3,5.1,41.2,993.6
"4694",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2002,4,8.7,57.7,993.4
"4692",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2002,5,16.4,28.2,991.2
"4652",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2002,6,17.8,22,993.2
"4647",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2002,7,19.5,116.7,991.7
"4645",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2002,8,21.1,99.9,991.6
"4650",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2002,9,14.1,36.6,995.3
"4699",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2002,10,7.7,68.2,989.4
"4672",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2002,11,4.1,65.9,987.6
"4648",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2002,12,-3.3,11.5,997.6
"4767",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2003,1,-1.6,50.8,990.4
"4700",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2003,2,-2.5,5.7,1000.4
"4673",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2003,3,3.8,28,1000.4
"4661",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2003,4,8.3,17.8,993.8
"4666",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2003,5,15.6,10.1,994.5
"4667",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2003,6,19.1,42.1,993.1
"4646",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2003,7,19.4,88.8,992.8
"4653",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2003,8,20.3,25.3,993.6
"4665",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2003,9,15.1,37.3,997
"4693",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2003,10,5.6,33.4,990
"4698",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2003,11,5.5,19.9,995.1
"4739",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2003,12,1.4,35.8,993.4
"4684",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2004,1,-3,53.5,986.3
"4685",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2004,2,1.4,41.5,992.5
"4726",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2004,3,4.3,20.3,996.8
"4686",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2004,4,9.5,17.7,991.4
"4654",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2004,5,12.5,52.2,990
"4771",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2004,6,15.8,50.5,992.8
"4762",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2004,7,17.7,78,992.8
"4737",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2004,8,19.6,56.2,990.8
"4746",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2004,9,14.4,27,995.5
"4719",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2004,10,10.1,40.7,991.4
"4763",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2004,11,3.8,69.6,994.3
"4738",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2004,12,1.3,38.2,994.3
"4861",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2005,1,1.7,46.8,993
"4805",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2005,2,-2,47.6,992.9
"4862",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2005,3,1.9,17.6,992.4
"4808",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2005,4,9.9,19.3,992.7
"4782",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2005,5,13.8,56,992.7
"4783",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2005,6,16.6,49.7,994.5
"4827",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2005,7,19.2,101.2,991.2
"4785",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2005,8,17.1,45.6,993.4
"4730",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2005,9,16.3,33.8,996.2
"4884",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2005,10,10.9,8.8,999.5
"4891",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2005,11,3.3,15.6,993.9
"4892",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2005,12,0.1,63.3,991
"4826",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2006,1,-5,12.9,1003.3
"4776",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2006,2,-1.4,30.6,990.9
"4750",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2006,3,0.7,41,987.7
"4833",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2006,4,9.2,22.1,990.3
"4821",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2006,5,13.9,39.2,992.4
"4878",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2006,6,18.6,33.3,997
"4865",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2006,7,24.2,21.4,996.9
"4853",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2006,8,16.7,131.5,986.4
"4770",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2006,9,17.2,17.4,994.3
"4798",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2006,10,11.5,56.5,992.1
"4786",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2006,11,6.8,47.9,992.1
"4774",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2006,12,4.3,30.1,999.8
"4680",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2007,1,4.2,107.2,988.7
"4842",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2007,2,1.8,57.7,988.1
"4843",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2007,3,6.9,52.8,992.3
"4830",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2007,4,11.6,1.7,997.6
"4816",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2007,5,15.4,132.7,988
"4886",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2007,6,18.8,78.5,989.5
"4804",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2007,7,18.3,99.3,988.7
"4818",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2007,8,18.4,16,991.7
"4820",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2007,9,12.9,53.1,993.5
"4656",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2007,10,8.1,20.4,1000.4
"4795",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2007,11,2.4,64.7,991.4
"4824",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2007,12,0.7,38.2,998.5
"4733",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2008,1,2.5,62.6,994.2
"4709",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2008,2,4,31.2,1000.4
"4734",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2008,3,3.8,62.3,980.6
"4751",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2008,4,8.4,61.7,988.1
"4864",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2008,5,14.9,8.7,994
"4850",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2008,6,18.7,29.9,992.3
"4838",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2008,7,19.1,72.1,991.8
"4852",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2008,8,18.1,102.6,990.1
"4877",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2008,9,13,34,995.8
"4879",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2008,10,9.2,68.8,993.1
"4880",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2008,11,5,48,989.5
"4829",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2008,12,1.1,26.5,994.7
"4802",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2009,1,-2.7,31.3,992.6
"4832",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2009,2,-0.7,44.9,988.1
"4881",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2009,3,4,65.7,988.2
"4882",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2009,4,12.7,15.1,993.2
"4888",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2009,5,13.9,92.9,995.5
"4868",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2009,6,15.2,67.3,991.3
"4855",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2009,7,19,53.2,991
"4828",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2009,8,19.8,10.2,994.9
"4839",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2009,9,15.8,30.8,996.8
"4788",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2009,10,7.1,66.2,992.6
"4844",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2009,11,6.6,42.5,986.5
"4831",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2009,12,-1.2,59.4,985.8
"4876",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2010,1,-6.5,34.1,992.5
"4742",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2010,2,-1.1,17.2,982.8
"4743",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2010,3,3.9,49,991.8
"4740",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2010,4,9.3,21.8,995.3
"4687",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2010,5,11.2,101.8,988.9
"4688",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2010,6,17.6,12.8,991.6
"4689",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2010,7,22,92.4,993.2
"4720",15.5246564548387,51.9299270206422,"ZIELONA GÓRA",2010,8,18,106.1,989.7
